Track,Album Name,Artist,Release Date,All Time Rank,Spotify Streams,Spotify Popularity
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,300,509231024,79.0
Butter,Butter,BTS,5/21/2021,302,1257974135,70.0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,304,124945674,0.0
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,303,1153753974,67.0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,305,1733302434,72.0
Say So,Hot Pink,Doja Cat,11/7/2019,306,1199270601,69.0
Ransom,Ransom,Lil Tecca,5/22/2019,307,1355971796,77.0
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,308,1136504636,81.0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,309,60240739,84.0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,310,1528107667,73.0
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,355,1627429837,0.0
Cool,JnD Mix,Unknown,5/25/2024,311,0,0.0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,312,214598468,74.0
BESO,RR,ROSALï¿½,3/24/2023,313,647201484,74.0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,315,51198446,80.0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,314,684853927,73.0
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,316,0,0.0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,318,665519026,68.0
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,317,785016247,70.0
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,319,1615274494,79.0
Rich Flex,Her Loss,Drake,11/4/2022,320,812274757,73.0
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,321,675865902,85.0
Congratulations,Congratulations,Post Malone,11/4/2016,322,1984802459,75.0
Do It To It,Do It To It,ACRAZE,8/20/2021,324,805019111,73.0
Tusa,Tusa,KAROL G,11/7/2019,323,1497511486,68.0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,325,1119350842,71.0
Good Good,Good Good,USHER,8/4/2023,326,53825007,59.0
Austin,Austin - Single,Dasha,11/17/2023,327,273023490,87.0
Search & Rescue,Search & Rescue,Drake,4/7/2023,329,337858357,69.0
TULUM,TULUM,Peso Pluma,6/28/2023,328,390182196,74.0
Shivers,#NAME?,Ed Sheeran,1/1/2020,330,1568058093,77.0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,331,24933240,0.0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,332,90383224,45.0
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,333,18296870,0.0
Sunroof,Sunroof,Nicky Youre,12/3/2021,334,890752779,79.0
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/2023,335,0,0.0
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,336,373898429,72.0
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,338,1358105253,69.0
MAMIII,MAMIII,Becky G,2/10/2022,337,911797058,74.0
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,339,1020452066,73.0
exes,exes,Tate McRae,11/17/2023,340,323100055,0.0
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,341,27747363,41.0
Stick Season,Stick Season,Noah Kahan,7/8/2022,342,965865213,86.0
Need To Know,Need To Know,Doja Cat,6/11/2021,344,1178076856,71.0
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,345,29458027,78.0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,343,394381902,73.0
Last Last,Last Last,Burna Boy,5/12/2022,346,410722289,68.0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,347,8034198,0.0
500lbs,500lbs,Lil Tecca,7/21/2023,349,350584176,68.0
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,348,732652170,72.0
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,350,359416593,64.0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,351,356559943,69.0
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,352,84575291,85.0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,353,406319778,80.0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,354,272838329,85.0
deja vu,deja vu,Olivia Rodrigo,4/1/2021,355,1606975517,80.0
6. A.M.,Motion is Emotion,Azul,10/7/2022,356,1186,0.0
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,357,162165853,85.0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,358,148630357,33.0
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,359,100838516,87.0
Doja,Doja,Central Cee,7/21/2022,360,676519766,74.0
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,361,820840650,67.0
Lan,Lan - Single,Zeynep Bastï¿½,3/8/2024,362,81246715,72.0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,363,176290078,87.0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,365,1668741024,76.0
Hey Mor,Hey Mor,Ozuna,10/6/2022,364,986132265,76.0
Ferrari,Ferrari,James Hype,3/15/2022,366,626010147,74.0
Falling,Falling,Trevor Daniel,10/5/2018,367,1606023895,71.0
positions,positions,Ariana Grande,10/23/2020,368,1432830108,74.0
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,370,1223329465,74.0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,369,302177116,0.0
Save Your Tears,After Hours,The Weeknd,3/20/2020,371,1995511952,80.0
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,372,1321878145,78.0
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,373,1746790923,79.0
China,China,Anuel AA,7/19/2019,376,1178076574,68.0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,374,759374819,69.0
Moonlight,?,XXXTENTACION,3/16/2018,375,1885431727,77.0
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/2024,377,250080413,0.0
Smart,EASY,LE SSERAFIM,2/19/2024,379,159256689,74.0
That's What I Like,24K Magic,Bruno Mars,11/17/2016,378,2075459887,80.0
Commando,Commando - Single,Mavokali,9/28/2022,380,21667023,0.0
The Business,The Business,Tiï¿½ï¿,9/16/2020,381,1191635193,70.0
Ride It,Ride It,Regard,7/26/2019,382,1349427877,76.0
Mwaki,SURRENDER,Zerb,9/27/2023,383,121234000,42.0
BICHOTA,BICHOTA,KAROL G,10/23/2020,385,868091483,64.0
Renklensin,Renklensin - Single,Reynmen,4/19/2024,384,54940563,75.0
Bad idea,Missing,Kurochuu,6/9/2024,387,86203995,1.0
writhe,writhe,daine,2/21/2023,386,0,15.0
The Hills,The Hills,The Weeknd,5/27/2015,388,2306740926,80.0
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,389,1673557134,72.0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,390,77212437,84.0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,6/6/2024,391,0,0.0
Te Felicito,Te Felicito,Shakira,4/21/2022,392,719593291,67.0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,393,642548537,81.0
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,394,180784576,83.0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/2024,395,311928522,23.0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,396,428164381,68.0
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,397,1021480638,78.0
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/2024,398,224033701,0.0
Sugar,V (Deluxe),Maroon 5,8/29/2014,399,1838092894,75.0
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,3/18/2024,454,564444844,0.0
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,1/12/2024,400,263568994,0.0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/2023,402,1993244,28.0
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,404,1527106099,68.0
Let Me Love You,Encore,DJ Snake,8/5/2016,403,2147028486,80.0
Envolver,Envolver - Single,Anitta,11/11/2021,401,635241142,65.0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,405,17992999,42.0
Malohat,Malohat,Xamdam Sobirov,4/20/2024,406,75486,0.0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,407,35244286,75.0
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,408,253464894,76.0
you broke me first,you broke me first,Tate McRae,4/17/2020,409,1439465700,77.0
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,6/16/2017,410,458957128,61.0
Beggin',Chosen,Mï¿½ï¿½ne,12/8/2017,413,1601293263,79.0
Faint,Papercuts,Linkin Park,4/12/2024,412,670009914,0.0
Pretty - Sped Up,Pretty,MEYY,6/7/2023,411,1867282,40.0
Hawï¿½,Hawï¿½,Maluma,7/29/2020,415,1289186767,73.0
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,416,367399860,82.0
act ii: date @ 8,act ii: date @ 8,4batz,12/7/2023,414,153364964,0.0
Cradles,Cradles,Sub Urban,1/4/2019,418,737097685,68.0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,417,1927961994,72.0
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,419,179565178,75.0
Never Lose Me,Never Lose Me - Single,Flo Milli,11/30/2023,420,278132516,0.0
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/2023,421,224429894,0.0
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,3/8/2024,422,32435333,76.0
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,423,1249760413,79.0
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,424,568230113,68.0
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,425,212272036,0.0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,11/27/2023,426,121497542,80.0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,5/23/2024,427,45287928,81.0
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,429,637325281,79.0
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,430,412845771,73.0
obsessed,GUTS (spilled),Olivia Rodrigo,3/22/2024,428,129968407,0.0
Eyes Closed,Eyes Closed,Imagine Dragons,4/3/2024,431,51224852,0.0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,433,66836198,77.0
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,432,1888829482,76.0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,434,701726499,65.0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,435,1151629030,77.0
Wake Me Up,TRUE,Avicii,1/1/2013,436,2325017580,81.0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,437,232417498,80.0
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,438,318567928,69.0
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,439,1615353665,76.0
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,441,274229438,77.0
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,440,955439608,73.0
Adore You,Adore You,Harry Styles,12/6/2019,442,1670164200,78.0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,443,1625149693,78.0
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,444,155390490,68.0
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/2024,445,48720820,2.0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,446,1570233605,65.0
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,447,334578317,70.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,448,419016792,42.0
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,449,118631919,84.0
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,450,51390127,78.0
Cruel Summer,Lover,Taylor Swift,8/23/2019,451,2188247133,88.0
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,452,171242868,0.0
Breathe,2093,Yeat,2/16/2024,453,131100973,0.0
Unforgettable,EPIC AF,French Montana,1/1/2017,454,2065697126,82.0
EASY,EASY,LE SSERAFIM,2/19/2024,455,141803939,78.0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,456,434019386,70.0
Faded,Faded,Benjamin Richter,7/28/2017,458,120162,0.0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,457,29994527,57.0
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/2019,460,52830200,41.0
Move,Move - Single,Adam Port,6/7/2024,459,5917083,67.0
F.N,F.N,Lil Tjay,8/9/2019,461,731933924,70.0
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,462,2830962669,82.0
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,463,1829733410,76.0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,464,399689964,63.0
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,466,2226869580,80.0
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,465,343556188,69.0
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,8/12/2022,467,2754,0.0
Scared To Start,Scared To Start,Michael Marcagi,1/12/2024,469,284119669,84.0
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,468,549382975,64.0
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,470,425999315,74.0
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,471,1752826514,74.0
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,474,1859886400,78.0
Oh No,Cold As Ice,Kreepa,12/13/2019,473,40284121,41.0
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,472,858059276,70.0
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,475,1916203330,78.0
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,478,891578597,82.0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,477,629102459,81.0
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,476,1379786786,75.0
I Wanna Party,I Wanna Party - Single,Unknown,5/31/2024,482,0,0.0
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,479,136724343,72.0
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,12/6/2023,480,0,0.0
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,481,2164074552,80.0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,483,944833760,78.0
Let Her Go,Let Her Go,Passenger,7/27/2012,484,2252713547,69.0
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,485,78227549,81.0
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,482,2313532702,79.0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,486,1251675613,67.0
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,487,2382407025,80.0
2055,2055,Sleepy Hallow,4/14/2021,488,811700245,77.0
Bandit,Bandit - Single,Don Toliver,2/1/2024,490,152597421,12.0
Redbone,Redbone,Childish Gambino,11/17/2016,489,1615152539,76.0
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,491,28543791,74.0
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,10/25/2023,492,15090071,0.0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,493,502781351,68.0
You Proof,You Proof,Morgan Wallen,5/13/2022,494,644437397,79.0
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,495,1502382072,75.0
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,496,1198689895,71.0
Shut Down,BORN PINK,BLACKPINK,9/16/2022,497,654818451,67.0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,498,205050873,81.0
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,499,26891849,81.0
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,1/20/2023,500,11360,6.0
Chill Vibes,Chill Vibes,Tollan Kim,3/31/2022,501,1212312,32.0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,503,1318254846,71.0
Toosie Slide,Toosie Slide,Drake,4/3/2020,505,1059262917,64.0
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,506,426341106,76.0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,504,210385853,80.0
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,502,907346612,69.0
La llama que Baila,La llama que Baila,El Reino Infantil,6/10/2022,508,665611,22.0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,507,33661899,79.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,509,553783547,68.0
El Merengue,El Merengue - Single,Marshmello,3/3/2023,510,528420867,75.0
Made For Me,Made For Me,Muni Long,9/15/2023,513,142945230,76.0
Let's Go 4,Let's Go 4,Mc IG,9/11/2023,511,269785626,0.0
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,512,313693195,75.0
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,514,181784966,76.0
Martin & Gina,THE GOAT,Polo G,5/15/2020,516,885756212,76.0
"thank u, next","thank u, next",Ariana Grande,11/3/2018,515,1878196824,73.0
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,518,3192204066,82.0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,517,912461674,70.0
Hope,?,XXXTENTACION,3/16/2018,519,1442703001,78.0
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,520,255898884,65.0
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,521,1177960398,69.0
PRC,PRC,Peso Pluma,1/24/2023,522,668103212,69.0
Lemonade,Lemonade,Internet Money,8/14/2020,523,1320495311,12.0
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,524,927908363,69.0
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,527,70652012,0.0
LET GO,LET GO,Central Cee,12/15/2022,526,415699405,70.0
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,12/1/2023,525,250321751,0.0
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,528,428986855,57.0
No Idea,No Idea,Don Toliver,5/29/2019,529,922761340,74.0
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,530,2423583406,78.0
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,531,188154454,82.0
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2/13/2021,532,149072,7.0
Need A Favor,NEED A FAVOR,Jelly Roll,12/9/2022,533,166866092,73.0
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,7/25/2023,534,296399608,74.0
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,535,1429277695,71.0
Anabella,Anabella,Khaid,7/14/2023,536,14645123,52.0
Cuando Te Amï¿,Cuando Te Amï¿½ï¿½ - Si,Cupula Roja,6/8/2024,537,0,0.0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,539,907821800,68.0
The Motto,The Motto,Tiï¿½ï¿,11/4/2021,540,818199643,70.0
Single Soon,Single Soon,Selena Gomez,8/25/2023,538,205555865,70.0
Falling Down - Bonus Track,Falling Down,Lil Peep,9/19/2018,541,1156060152,76.0
Close,Close - Single,Kush & TJ,9/14/2023,543,0,0.0
Sin Pijama,Sin Pijama,Becky G,4/20/2018,542,785389574,61.0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,545,717226454,79.0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,544,443564590,64.0
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,12/11/2023,546,9396018,0.0
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,547,668285368,74.0
Unstoppable,Unstoppable,Sia,1/21/2016,548,1285237951,76.0
traitor,SOUR,Olivia Rodrigo,5/21/2021,550,1564979439,80.0
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,549,2396737761,82.0
DIME QUE,DIME QUE,Ian G.,7/16/2021,559,0,0.0
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,552,811810737,67.0
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,551,241632869,67.0
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,553,1165842896,70.0
Broccoli,Broccoli - Single,ati2x06,1/17/2024,626,846435891,0.0
Angel Baby,Angel Baby,Troye Sivan,9/9/2021,554,533416336,68.0
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,555,559759920,67.0
Bhauji Lenge Lenge,Bhauji Lenge Lenge,Khesari Lal Yadav,4/5/2024,556,1319711,0.0
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,6/7/2024,557,8757910,71.0
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,558,1053626902,77.0
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,560,395167576,71.0
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,559,573249007,74.0
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,3/24/2017,562,2123458039,24.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,563,378282960,65.0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,561,226519256,75.0
Cute,Cute,Aurel Surya Lie,8/29/2022,564,142732,21.0
Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,11/10/2017,565,2011121774,77.0
Con Altura,Con Altura,ROSALï¿½,3/28/2019,566,770653954,66.0
ýýýýýý (HEYA),IVE SWITCH,IVE,4/29/2024,568,32189908,60.0
LA CANCIï¿½,OASIS,J Balvin,6/28/2019,570,1706325903,79.0
In My Mind,In My Mind,Dynoro,11/15/2017,567,1432473324,74.0
Chandelier,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Sia,1/1/2014,569,1729264620,75.0
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,7/12/2018,571,1736530084,73.0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,572,1456635235,78.0
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,1/1/2014,573,815661095,70.0
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,12/12/2022,574,218291402,66.0
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/2023,575,64754747,0.0
